Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.81     0.00        8     0.00     0.00  std::_Rb_tree<item*, item*, std::_Identity<item*>, std::less<item*>, std::allocator<item*> >::_M_erase(std::_Rb_tree_node<item*>*)
  0.00      0.81     0.00        7     0.00     0.00  item::retrieve(void*, item*)
  0.00      0.81     0.00        7     0.00     1.43  stable::simulate()
  0.00      0.81     0.00        7     0.00     0.00  toroidal::is_good()
  0.00      0.81     0.00        7     0.00     0.00  engineimp::update()
  0.00      0.81     0.00        6     0.00     0.00  jones_matrix::update()
  0.00      0.81     0.00        6     0.00     0.00  jones_optical::score()
  0.00      0.81     0.00        6     0.00     0.00  n_pulse_score::score(doublecomplex *)
  0.00      0.81     0.00        6     0.00     0.00  integer::parse(std::string)
  0.00      0.81     0.00        6     0.00     0.00  integer::~integer()
  0.00      0.81     0.00        6     0.00     0.00  item_dim::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        6     0.00     0.00  toroidal::control(doublecomplex *, objective*)
  0.00      0.81     0.00        6     0.00     0.00  integer::dependencies() const
  0.00      0.81     0.00        6     0.00     0.00  std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&)
  0.00      0.81     0.00        5     0.00     0.00  get_unique_name(std::string)
  0.00      0.81     0.00        5     0.00     0.00  rhs::create(std::string)
  0.00      0.81     0.00        5     0.00     0.00  item_dim::dependencies() const
  0.00      0.81     0.00        5     0.00     0.00  std::_Rb_tree<std::string, std::string, std::_Identity<std::string>, std::less<std::string>, std::allocator<std::string> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::string const&)
  0.00      0.81     0.00        5     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, item*>, std::_Select1st<std::pair<std::string const, item*> >, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string const, item*> const&)
  0.00      0.81     0.00        5     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, item*>, std::_Select1st<std::pair<std::string const, item*> >, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, item*> >, std::pair<std::string const, item*> const&)
  0.00      0.81     0.00        4     0.00     0.00  integrator::create(std::string)
  0.00      0.81     0.00        4     0.00     0.00  stable_spectral_pde_1d::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        4     0.00     0.00  toroidal::addvar(variable*)
  0.00      0.81     0.00        4     0.00     0.00  variable::inc()
  0.00      0.81     0.00        4     0.00     0.00  variable::parse(std::string)
  0.00      0.81     0.00        4     0.00     0.00  variable::retrieve(void*, item*)
  0.00      0.81     0.00        4     0.00     0.00  variable::~variable()
  0.00      0.81     0.00        4     0.00     0.00  std::_Rb_tree<item*, std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > >, std::_Select1st<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > >, std::less<item*>, std::allocator<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > > >::_M_erase(std::_Rb_tree_node<std::pair<item* const, std::set<double*, std::less<double*>, std::allocator<double*> > > >*)
  0.00      0.81     0.00        4     0.00     0.00  std::_Rb_tree<double*, double*, std::_Identity<double*>, std::less<double*>, std::allocator<double*> >::_M_insert_unique(double* const&)
  0.00      0.81     0.00        3     0.00     0.00  controller::create(std::string)
  0.00      0.81     0.00        3     0.00     0.00  std::vector<variable*, std::allocator<variable*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<variable**, std::vector<variable*, std::allocator<variable*> > >, variable* const&)
  0.00      0.81     0.00        2     0.00     0.00  _GLOBAL__sub_I__ZNK8toroidal12dependenciesEv
  0.00      0.81     0.00        2     0.00     0.00  integrator::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        2     0.00     0.00  simulation::create(std::string)
  0.00      0.81     0.00        2     0.00     0.00  rk45::~rk45()
  0.00      0.81     0.00        2     0.00     0.00  string::parse(std::string)
  0.00      0.81     0.00        2     0.00     0.00  string::retrieve(void*, item*)
  0.00      0.81     0.00        2     0.00     0.00  string::~string()
  0.00      0.81     0.00        2     0.00     0.00  string::dependencies() const
  0.00      0.81     0.00        2     0.00     0.00  std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::operator[](std::string const&)
  0.00      0.81     0.00        2     0.00     0.00  std::_Rb_tree<unsigned long, std::pair<unsigned long const, fftw_plan_s*>, std::_Select1st<std::pair<unsigned long const, fftw_plan_s*> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, fftw_plan_s*> > >::_M_insert_unique(std::pair<unsigned long const, fftw_plan_s*> const&)
  0.00      0.81     0.00        2     0.00     0.00  std::_Rb_tree<unsigned long, std::pair<unsigned long const, fftw_plan_s*>, std::_Select1st<std::pair<unsigned long const, fftw_plan_s*> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, fftw_plan_s*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<unsigned long const, fftw_plan_s*> >, std::pair<unsigned long const, fftw_plan_s*> const&)
  0.00      0.81     0.00        2     0.00     0.00  void std::_Destroy<std::string*>(std::string*, std::string*)
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z10f_is_emptyRSt14basic_ifstreamIcSt11char_traitsIcEE
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z15get_unique_nameSs
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z4trapPCdm
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z6log_psU8__vectorf
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z8kurtosisPdm
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN10controller5parseESs
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN10simulation11postprocessERSt3mapISsP4itemSt4lessISsESaISt4pairIKSsS2_EEE
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN11example_rhs5parseESs
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN3rhs11postprocessERSt3mapISsP4itemSt4lessISsESaISt4pairIKSsS2_EEE
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN4rk459integrateEPvdd
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5graph6insertEP4item
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6stable8simulateEv
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9engineimp3runEv
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9engineimp4readERSt14basic_ifstreamIcSt11char_traitsIcEE
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK10integrator12dependenciesEv
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK8variable5printEv
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZNK9objective12dependenciesEv
  0.00      0.81     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      0.81     0.00        1     0.00     0.00  gaussrand()
  0.00      0.81     0.00        1     0.00     0.00  controller::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  controller::parse(std::string)
  0.00      0.81     0.00        1     0.00     0.00  simulation::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  simulation::parse(std::string)
  0.00      0.81     0.00        1     0.00     0.00  stable_ode::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  stable_ode::~stable_ode()
  0.00      0.81     0.00        1     0.00     0.00  jones_matrix::~jones_matrix()
  0.00      0.81     0.00        1     0.00     0.00  jones_optical::~jones_optical()
  0.00      0.81     0.00        1     0.00     0.00  jones_optical::~jones_optical()
  0.00      0.81     0.00        1     0.00     0.00  n_pulse_score::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  n_pulse_score::~n_pulse_score()
  0.00      0.81     0.00        1     0.00     0.00  stable_spectral_pde_1d::~stable_spectral_pde_1d()
  0.00      0.81     0.00        1     0.00     0.00  rhs::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  rk45::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  rk45::parse(std::string)
  0.00      0.81     0.00        1     0.00     0.00  graph::sort(std::list<item*, std::allocator<item*> >&)
  0.00      0.81     0.00        1     0.00     0.00  stable::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  rhs_CNLS::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  rhs_CNLS::parse(std::string)
  0.00      0.81     0.00        1     0.00     0.00  rhs_CNLS::~rhs_CNLS()
  0.00      0.81     0.00        1     0.00     0.00  toroidal::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  toroidal::pre_set()
  0.00      0.81     0.00        1     0.00     0.00  toroidal::~toroidal()
  0.00      0.81     0.00        1     0.00     0.00  engineimp::read(std::basic_ifstream<char, std::char_traits<char> >&)
  0.00      0.81     0.00        1     0.00     0.00  engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&)
  0.00      0.81     0.00        1     0.00     0.00  engineimp::sort_pp()
  0.00      0.81     0.00        1     0.00     0.00  engineimp::engineimp(std::string, std::string, std::string)
  0.00      0.81     0.00        1     0.00     0.00  engineimp::~engineimp()
  0.00      0.81     0.00        1     0.00     0.00  objective::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  objective::parse(std::string)
  0.00      0.81     0.00        1     0.00     0.00  objective::create(std::string)
  0.00      0.81     0.00        1     0.00     0.00  rk45_tmpl<doublecomplex >::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&)
  0.00      0.81     0.00        1     0.00     0.00  rk45_tmpl<doublecomplex >::~rk45_tmpl()
  0.00      0.81     0.00        1     0.00     0.00  controller::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  integrator::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  simulation::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  stable_ode::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  jones_optical::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  n_pulse_score::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  stable_spectral_pde_1d::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  rhs::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  rk45::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  stable::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  rhs_CNLS::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  rhs_CNLS::type() const
  0.00      0.81     0.00        1     0.00     0.00  rhs_type<doublecomplex >::val_type() const
  0.00      0.81     0.00        1     0.00     0.00  toroidal::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  objective::dependencies() const
  0.00      0.81     0.00        1     0.00     0.00  std::vector<jones_matrix*, std::allocator<jones_matrix*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<jones_matrix**, std::vector<jones_matrix*, std::allocator<jones_matrix*> > >, jones_matrix* const&)
  0.00      0.81     0.00        1     0.00     0.00  void std::vector<std::string, std::allocator<std::string> >::_M_range_insert<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::forward_iterator_tag)
  0.00      0.81     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, item*>, std::_Select1st<std::pair<std::string const, item*> >, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, item*> >*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 1.23% of 0.81 seconds

index % time    self  children    called     name
[1]    100.0    0.00    0.81       6+602     <cycle 1 as a whole> [1]
                0.00    0.80     300             stable_ode::iterate_system() <cycle 1> [3]
                0.00    0.01       7             stable::simulate() <cycle 1> [7]
                0.00    0.00     300             stable_spectral_pde_1d::post_integration_operations() <cycle 1> [20]
                0.00    0.00       1             stable_ode::~stable_ode() <cycle 1> [110]
-----------------------------------------------
                                                 <spontaneous>
[2]    100.0    0.00    0.81                 engineimp::run() [2]
                0.00    0.81       6/6           stable::simulate() <cycle 1> [7]
                0.00    0.00       7/7           engineimp::update() [47]
                0.00    0.00       7/7           toroidal::is_good() [46]
                0.00    0.00       6/28          variable::set(double) [28]
                0.00    0.00       6/24          variable::inc(double) [33]
                0.00    0.00       6/6           toroidal::control(doublecomplex *, objective*) [54]
                0.00    0.00       2/7           item::retrieve(void*, item*) [45]
                0.00    0.00       1/1           toroidal::pre_set() [126]
-----------------------------------------------
                                 300             stable::simulate() <cycle 1> [7]
[3]     98.8    0.00    0.80     300         stable_ode::iterate_system() <cycle 1> [3]
                0.30    0.50     300/300         rk45_tmpl<doublecomplex >::integrate(void*, double, double) [4]
                0.00    0.00     300/300         stable_spectral_pde_1d::pre_integration_operations() [19]
                0.00    0.00     300/300         rk45::integrate(void*, double, double) [21]
                                 300             stable_spectral_pde_1d::post_integration_operations() <cycle 1> [20]
-----------------------------------------------
                0.30    0.50     300/300         stable_ode::iterate_system() <cycle 1> [3]
[4]     98.8    0.30    0.50     300         rk45_tmpl<doublecomplex >::integrate(void*, double, double) [4]
                0.50    0.00   52590/52590       rhs_CNLS::dxdt(doublecomplex *, doublecomplex *, double) [5]
-----------------------------------------------
                0.50    0.00   52590/52590       rk45_tmpl<doublecomplex >::integrate(void*, double, double) [4]
[5]     61.7    0.50    0.00   52590         rhs_CNLS::dxdt(doublecomplex *, doublecomplex *, double) [5]
                0.00    0.00       1/1           rhs_CNLS::type() const [149]
-----------------------------------------------
                0.01    0.00     294/294         stable::simulate() <cycle 1> [7]
[6]      1.2    0.01    0.00     294         jones_optical::get_change() [6]
-----------------------------------------------
                                   1             stable_ode::~stable_ode() <cycle 1> [110]
                0.00    0.81       6/6           engineimp::run() [2]
[7]      1.2    0.00    0.01       7         stable::simulate() <cycle 1> [7]
                0.01    0.00     294/294         jones_optical::get_change() [6]
                0.00    0.00       6/6           jones_optical::score() [49]
                                 300             stable_ode::iterate_system() <cycle 1> [3]
-----------------------------------------------
                0.00    0.00     609/609         jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[13]     0.0    0.00    0.00     609         jones_optical::type() const [13]
-----------------------------------------------
                0.00    0.00       1/301         engineimp::sort_pp() [130]
                0.00    0.00     300/301         jones_optical::post_ifft_operations() [16]
[14]     0.0    0.00    0.00     301         jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
                0.00    0.00     609/609         jones_optical::type() const [13]
                0.00    0.00     300/300         Eigen::internal::gebp_kernel<doublecomplex , doublecomplex , long, 2, 4, false, false>::operator()(doublecomplex *, long, doublecomplex  const*, doublecomplex  const*, long, long, long, doublecomplex , long, long, long, long, doublecomplex *) [22]
                0.00    0.00       5/13          item::item() [41]
                0.00    0.00       5/5           get_unique_name(std::string) [57]
                0.00    0.00       5/32          item::setname(std::string) [26]
                0.00    0.00       5/117         item::name() const [24]
                0.00    0.00       5/5           std::_Rb_tree<std::string, std::pair<std::string const, item*>, std::_Select1st<std::pair<std::string const, item*> >, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, item*> >, std::pair<std::string const, item*> const&) [62]
                0.00    0.00       4/4           variable::parse(std::string) [67]
                0.00    0.00       4/28          variable::set(double) [28]
                0.00    0.00       4/4           toroidal::addvar(variable*) [65]
                0.00    0.00       4/4           variable::retrieve(void*, item*) [68]
                0.00    0.00       2/2           std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >::operator[](std::string const&) [82]
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, fftw_plan_s*>, std::_Select1st<std::pair<unsigned long const, fftw_plan_s*> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, fftw_plan_s*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<unsigned long const, fftw_plan_s*> >, std::pair<unsigned long const, fftw_plan_s*> const&) [84]
                0.00    0.00       1/4           stable_spectral_pde_1d::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [64]
                0.00    0.00       1/12          integer::retrieve(void*, item*) [42]
                0.00    0.00       1/14          real8::retrieve(void*, item*) [38]
                0.00    0.00       1/1           gaussrand() [104]
                0.00    0.00       1/1           std::vector<jones_matrix*, std::allocator<jones_matrix*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<jones_matrix**, std::vector<jones_matrix*, std::allocator<jones_matrix*> > >, jones_matrix* const&) [153]
-----------------------------------------------
                0.00    0.00     300/300         stable_spectral_pde_1d::pre_integration_operations() [19]
[15]     0.0    0.00    0.00     300         jones_optical::pre_fft_operations() [15]
-----------------------------------------------
                0.00    0.00     300/300         stable_spectral_pde_1d::post_integration_operations() <cycle 1> [20]
[16]     0.0    0.00    0.00     300         jones_optical::post_ifft_operations() [16]
                0.00    0.00     300/300         void Eigen::internal::computeProductBlockingSizes<doublecomplex , doublecomplex , 1, long>(long&, long&, long&) [23]
                0.00    0.00     300/301         jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
-----------------------------------------------
                0.00    0.00     300/300         stable_spectral_pde_1d::pre_integration_operations() [19]
[17]     0.0    0.00    0.00     300         stable_spectral_pde_1d::post_fft_operations() [17]
-----------------------------------------------
                0.00    0.00     300/300         stable_spectral_pde_1d::post_integration_operations() <cycle 1> [20]
[18]     0.0    0.00    0.00     300         stable_spectral_pde_1d::pre_ifft_operations() [18]
-----------------------------------------------
                0.00    0.00     300/300         stable_ode::iterate_system() <cycle 1> [3]
[19]     0.0    0.00    0.00     300         stable_spectral_pde_1d::pre_integration_operations() [19]
                0.00    0.00     300/300         jones_optical::pre_fft_operations() [15]
                0.00    0.00     300/300         stable_spectral_pde_1d::post_fft_operations() [17]
-----------------------------------------------
                                 300             stable_ode::iterate_system() <cycle 1> [3]
[20]     0.0    0.00    0.00     300         stable_spectral_pde_1d::post_integration_operations() <cycle 1> [20]
                0.00    0.00     300/300         stable_spectral_pde_1d::pre_ifft_operations() [18]
                0.00    0.00     300/300         jones_optical::post_ifft_operations() [16]
                                   1             stable_ode::~stable_ode() <cycle 1> [110]
-----------------------------------------------
                0.00    0.00     300/300         stable_ode::iterate_system() <cycle 1> [3]
[21]     0.0    0.00    0.00     300         rk45::integrate(void*, double, double) [21]
-----------------------------------------------
                0.00    0.00     300/300         jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
[22]     0.0    0.00    0.00     300         Eigen::internal::gebp_kernel<doublecomplex , doublecomplex , long, 2, 4, false, false>::operator()(doublecomplex *, long, doublecomplex  const*, doublecomplex  const*, long, long, long, doublecomplex , long, long, long, long, doublecomplex *) [22]
-----------------------------------------------
                0.00    0.00     300/300         jones_optical::post_ifft_operations() [16]
[23]     0.0    0.00    0.00     300         void Eigen::internal::computeProductBlockingSizes<doublecomplex , doublecomplex , 1, long>(long&, long&, long&) [23]
-----------------------------------------------
                0.00    0.00       5/117         jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
                0.00    0.00      27/117         graph::_insert(item*) [30]
                0.00    0.00      29/117         graph::proc_node_deps(graph::graphnode&) [29]
                0.00    0.00      56/117         graph::sort(std::list<item*, std::allocator<item*> >&) [120]
[24]     0.0    0.00    0.00     117         item::name() const [24]
-----------------------------------------------
                0.00    0.00       1/50          engineimp::sort_pp() [130]
                0.00    0.00      24/50          engineimp::needs_updating(item*) [34]
                0.00    0.00      25/50          engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&) [129]
[25]     0.0    0.00    0.00      50         std::_Rb_tree<item*, item*, std::_Identity<item*>, std::less<item*>, std::allocator<item*> >::_M_insert_unique(item* const&) [25]
-----------------------------------------------
                0.00    0.00       2/32          engineimp::engineimp(std::string, std::string, std::string) [131]
                0.00    0.00       5/32          jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
                0.00    0.00      25/32          engineimp::_read(std::basic_ifstream<char, std::char_traits<char> >&) [129]
[26]     0.0    0.00    0.00      32         item::setname(std::string) [26]
-----------------------------------------------
                0.00    0.00      29/29          graph::sort(std::list<item*, std::allocator<item*> >&) [120]
[27]     0.0    0.00    0.00      29         std::list<std::string, std::allocator<std::string> >::remove(std::string const&) [27]
-----------------------------------------------
                0.00    0.00       4/28          jones_optical::postprocess(std::map<std::string, item*, std::less<std::string>, std::allocator<std::pair<std::string const, item*> > >&) [14]
                0.00    0.00       6/28          engineimp::run() [2]
                0.00    0.00      18/28          toroidal::control(doublecomplex *, objective*) [54]
[28]     0.0    0.00    0.00      28         variable::set(double) [28]
                0.00    0.00      24/24          engineimp::item_exists(item*) const [35]
                0.00    0.00      24/24          engineimp::needs_updating(item*) [34]
-----------------------------------------------
                0.00    0.00      27/27          graph::sort(std::list<item*, std::allocator<item*> >&) [120]
[29]     0.0    0.00    0.00      27         graph::proc_node_deps(graph::graphnode&) [29]
                0.00    0.00      29/117         item::name() const [24]
-----------------------------------------------
                0.00    0.00      27/27          graph::sort(std::list<item*, std::allocator<item*> >&) [120]
[30]     0.0    0.00    0.00      27         graph::_insert(item*) [30]
                0.00    0.00      27/117         item::name() const [24]
                0.00    0.00      27/27          rhs_type<doublecomplex >::~rhs_type() [31]
                0.00    0.00      14/14          real8::dependencies() const [40]
                0.00    0.00       6/6           integer::dependencies() const [55]
                0.00    0.00       2/2           string::dependencies() const [81]
                0.00    0.00       1/1           jones_optical::dependencies() const [142]
                0.00    0.00       1/1           rhs_CNLS::dependencies() const [148]
                0.00    0.00       1/1           n_pulse_score::dependencies() const [143]
                0.00    0.00       1/1           rk45::dependencies() const [146]
